round,test_accuracy,test_loss,sampled_clients,trainable_params,upload_mb,download_mb,cumulative_mb,trainable_param_ratio
1,0.47337278106508873,0.7756086750143378,5,37122,0.7080459594726562,0.7080459594726562,1.4160919189453125,0.03874098579643293
2,1.0,0.2873302951484507,5,37122,0.7080459594726562,0.7080459594726562,2.832183837890625,0.03874098579643293
3,1.0,0.0014641871905464981,5,37122,0.7080459594726562,0.7080459594726562,4.2482757568359375,0.03874098579643293
4,0.9980276134122288,0.01595192146946497,5,37122,0.7080459594726562,0.7080459594726562,5.66436767578125,0.03874098579643293
5,0.9980276134122288,0.030719209469743065,5,37122,0.7080459594726562,0.7080459594726562,7.0804595947265625,0.03874098579643293
6,0.9980276134122288,0.03694814196705113,5,37122,0.7080459594726562,0.7080459594726562,8.496551513671875,0.03874098579643293
7,0.9980276134122288,0.040948555549456055,5,37122,0.7080459594726562,0.7080459594726562,9.912643432617188,0.03874098579643293
8,0.9980276134122288,0.04277265800761988,5,37122,0.7080459594726562,0.7080459594726562,11.3287353515625,0.03874098579643293
9,0.9980276134122288,0.04122148321930473,5,37122,0.7080459594726562,0.7080459594726562,12.744827270507812,0.03874098579643293
10,0.9980276134122288,0.03709924009424695,5,37122,0.7080459594726562,0.7080459594726562,14.160919189453125,0.03874098579643293
11,0.9980276134122288,0.033615251499755375,5,37122,0.7080459594726562,0.7080459594726562,15.577011108398438,0.03874098579643293
12,0.9980276134122288,0.030176268056534686,5,37122,0.7080459594726562,0.7080459594726562,16.99310302734375,0.03874098579643293
13,0.9980276134122288,0.027269532694619084,5,37122,0.7080459594726562,0.7080459594726562,18.409194946289062,0.03874098579643293
14,0.9980276134122288,0.023611443047457662,5,37122,0.7080459594726562,0.7080459594726562,19.825286865234375,0.03874098579643293
15,0.9980276134122288,0.020600853116789747,5,37122,0.7080459594726562,0.7080459594726562,21.241378784179688,0.03874098579643293
16,0.9980276134122288,0.018428580530531542,5,37122,0.7080459594726562,0.7080459594726562,22.657470703125,0.03874098579643293
17,0.9980276134122288,0.02023599086663662,5,37122,0.7080459594726562,0.7080459594726562,24.073562622070312,0.03874098579643293
18,0.9980276134122288,0.017914405235877402,5,37122,0.7080459594726562,0.7080459594726562,25.489654541015625,0.03874098579643293
19,1.0,0.0,5,37122,0.7080459594726562,0.7080459594726562,26.905746459960938,0.03874098579643293
20,1.0,0.0,5,37122,0.7080459594726562,0.7080459594726562,28.32183837890625,0.03874098579643293
