round,client_id,train_loss,train_accuracy,num_examples
1,1,0.1195076338495988,0.9681528662420382,157
1,0,1.0475751417321783e-05,1.0,359
1,4,1.3178783378548517e-06,1.0,290
1,9,0.0008469223514808579,1.0,188
1,6,0.5593419671058655,0.6666666666666666,12
2,2,6.962677545799903e-05,1.0,485
2,1,0.00019873157850797376,1.0,157
2,8,0.00271226024897014,1.0,185
2,4,4.194924623992973e-06,1.0,290
2,3,7.39888519487779e-05,1.0,115
3,0,4.534591301771569e-06,1.0,359
3,9,0.0394815036640292,0.9946808510638298,188
3,1,0.0004634445541127508,1.0,157
3,7,0.000618062054569486,1.0,51
3,6,0.13355764746665955,1.0,12
4,8,8.312431048590024e-08,1.0,185
4,0,0.0,1.0,359
4,3,1.611915549010914e-06,1.0,115
4,5,8.68928074778006e-07,1.0,211
4,6,7.996923159225844e-06,1.0,12
5,8,0.0,1.0,185
5,6,3.576278402306343e-07,1.0,12
5,3,0.0,1.0,115
5,7,8.648516548666574e-08,1.0,51
5,4,0.0,1.0,290
6,4,0.0,1.0,290
6,0,0.0,1.0,359
6,2,0.0,1.0,485
6,5,0.0,1.0,211
6,3,0.00022433618103842373,1.0,115
7,5,0.0,1.0,211
7,4,0.0,1.0,290
7,2,1.1181998406848919e-05,1.0,485
7,1,0.0,1.0,157
7,7,1.7297029043059893e-07,1.0,51
8,1,0.0,1.0,157
8,9,0.0,1.0,188
8,6,0.0,1.0,12
8,0,0.0,1.0,359
8,2,0.00017883449381770334,1.0,485
9,5,0.0,1.0,211
9,4,1.862123717885346e-06,1.0,290
9,0,0.0,1.0,359
9,9,0.027166867979178007,0.9946808510638298,188
9,3,0.04063363593557539,0.991304347826087,115
10,8,7.732493982052495e-09,1.0,185
10,1,0.0,1.0,157
10,6,0.0,1.0,12
10,0,0.0,1.0,359
10,4,0.020269241004153424,0.996551724137931,290
11,4,0.0,1.0,290
11,5,0.0,1.0,211
11,3,0.014380028969062254,0.991304347826087,115
11,8,0.0,1.0,185
11,0,0.0,1.0,359
12,0,0.0,1.0,359
12,3,0.0013162413384238986,1.0,115
12,4,0.0,1.0,290
12,9,3.804550584739426e-09,1.0,188
12,1,0.0,1.0,157
13,1,0.0,1.0,157
13,6,0.0,1.0,12
13,4,0.0,1.0,290
13,3,0.001047949261302837,1.0,115
13,5,0.0,1.0,211
14,5,0.0,1.0,211
14,2,3.106794539679324e-07,1.0,485
14,9,0.0,1.0,188
14,8,0.0,1.0,185
14,1,0.0,1.0,157
15,4,0.0,1.0,290
15,1,0.0,1.0,157
15,2,1.2286766879284542e-06,1.0,485
15,9,0.0,1.0,188
15,5,0.0,1.0,211
16,3,0.0022758328836694685,1.0,115
16,2,2.4849269507414424e-07,1.0,485
16,7,0.004365760015835073,1.0,51
16,9,0.0,1.0,188
16,8,0.0,1.0,185
17,8,0.0,1.0,185
17,3,0.0029435026024103813,1.0,115
17,5,0.0,1.0,211
17,6,0.0,1.0,12
17,0,0.0,1.0,359
18,3,0.002314797375204406,1.0,115
18,0,0.0,1.0,359
18,5,0.0,1.0,211
18,9,1.2681837802119844e-09,1.0,188
18,2,9.104792596040217e-06,1.0,485
19,1,0.0,1.0,157
19,3,7.525711897988398e-07,1.0,115
19,5,0.0,1.0,211
19,9,0.0,1.0,188
19,7,4.0905062552851364e-07,1.0,51
20,7,2.889031462722878e-06,1.0,51
20,6,0.0,1.0,12
20,9,6.340919279008186e-10,1.0,188
20,1,0.0,1.0,157
20,2,0.0,1.0,485
